"table_group","table_name","commodity_group","commodity","attribute","geography","year","frequency","timeperiod","unit","amount"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","33.0048"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Hogs","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","10.6671"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Poultry","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","11.5050"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Livestock, other","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","1.5728"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","All animals","Animal unit indexes","United States",2000,"Annual","Marketing year Sep-Aug","Million animal units","78.3762"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Dairy","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","10.2522"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle on feed","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","21.5293"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","3.8023"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Hogs","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","23.2434"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","30.1766"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Livestock, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","0.6462"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","All animals","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","89.6501"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Dairy","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","10.4691"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle on feed","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","12.4891"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Cattle, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","6.5461"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Hogs","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","29.5261"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Poultry","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","79.5311"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","Livestock, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","0.6321"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","High protein animal units (HPAU)","All animals","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","139.1937"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Dairy","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","12.7326"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle on feed","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","2.2270"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Cattle, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","51.1472"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Hogs","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","2.9906"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Poultry","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","0.5689"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","Livestock, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","2.1951"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Roughage-consuming animal units (RCAU)","All animals","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","71.8614"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Dairy","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","11.7629"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle on feed","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","9.6385"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Cattle, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","32.8724"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Hogs","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","10.8232"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Poultry","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","11.6351"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","Livestock, other","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","1.5394"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain and roughage-consuming animal units (GRCAU)","All animals","Animal unit indexes","United States",2001,"Annual","Marketing year Sep-Aug","Million animal units","78.2715"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Dairy","Animal unit indexes","United States",2002,"Annual","Marketing year Sep-Aug","Million animal units","10.3004"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle on feed","Animal unit indexes","United States",2002,"Annual","Marketing year Sep-Aug","Million animal units","20.2567"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Cattle, other","Animal unit indexes","United States",2002,"Annual","Marketing year Sep-Aug","Million animal units","3.8085"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Hogs","Animal unit indexes","United States",2002,"Annual","Marketing year Sep-Aug","Million animal units","23.0806"
"Processed feeds and animal unit indexes","Table 30--Indexes of feed consuming animal units, millions","Grain-consuming animal units (GCAU)","Poultry","Animal unit indexes","United States",2002,"Annual","Marketing year Sep-Aug","Million animal units","30.1555"
